RowNumber,CustomerId,Surname,Gender,Age,Province,City,AreaType,EducationLevel,EmploymentType,PreferredLanguage,Bank,AccountType,Tenure,CreditScore,CreditRating,CreditBureau,NumOfProducts,ProductName,HasSavingsAccount,HasChequeAccount,HasCreditCard,HasPersonalLoan,HasHomeLoan,HasVehicleFinance,HasInvestmentAccount,HasPremiumBanking,HasCreditCard_Flag,Balance_ZAR,AnnualSalary_ZAR,MonthlySalary_ZAR,SalaryPaymentMethod,FinancialWellnessScore,IsActiveMember,UsesMobileBanking,UsesInternetBanking,MonthlyBranchVisits,MonthlyATMTransactions,CustomerServiceCalls_12M,Complaints_12M,PreferredCommChannel,Churned,Geography_Original
2522,15739068,Nwoye,Male,25,Eastern Cape,Uitenhage,Suburban,Diploma,Employed,isiXhosa,Standard Bank,Savings,4,638,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,3034931.72,2351809.61,195984.13,Direct Deposit,6.5,1,1,1,0,7,2,1,Phone Call,0,Germany
2523,15758056,Calabresi,Male,35,Gauteng,Sandton,Urban,Diploma,Self-Employed,Afrikaans,Absa,Cheque,1,558,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,1,1,0,0,0.0,2289595.18,190799.6,Direct Deposit,4.3,0,1,1,2,10,3,0,SMS,0,France
2524,15742269,Milano,Female,24,Western Cape,Stellenbosch,Suburban,Degree,Pensioner,English,Nedbank,Student,1,756,Very Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,3775736.12,314644.68,Direct Deposit,6.3,0,0,0,1,13,2,0,SMS,0,France
2525,15726490,Kirby,Male,52,Free State,Bethlehem,Urban,No Matric,Employed,isiZulu,FNB,Savings,4,782,Very Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,0.0,1081576.31,90131.36,Cheque,4.5,1,0,1,0,8,3,0,SMS,1,Spain
2526,15738411,Ho,Male,34,Western Cape,Paarl,Urban,Diploma,Employed,Setswana,FNB,Savings,10,505,Poor,TransUnion,1,Savings Account,1,0,0,0,0,1,0,0,0,2142225.19,2592248.37,216020.7,Direct Deposit,5.5,1,0,1,1,3,1,0,SMS,0,France
2527,15727919,Chukwuemeka,Female,29,North West,Mahikeng,Rural,Matric,Employed,Afrikaans,Absa,Savings,6,671,Good,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,0,0.0,246997.74,20583.14,Direct Deposit,3.3,0,1,1,4,11,2,0,Email,0,Spain
2528,15709396,Hale,Male,42,Gauteng,Pretoria,Suburban,Diploma,Student,Afrikaans,FNB,Cheque,6,801,Excellent,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,1,0.0,1963988.76,163665.73,Direct Deposit,5.2,1,1,1,1,8,1,1,WhatsApp,0,France
2529,15654106,K?,Male,26,Gauteng,Pretoria,Suburban,Matric,Unemployed,English,Absa,Student,8,604,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,3065621.66,4057186.16,338098.85,Cash,7.6,1,1,1,3,17,2,1,WhatsApp,0,France
2530,15621653,Rice,Female,29,Gauteng,Centurion,Urban,Diploma,Self-Employed,English,Standard Bank,Cheque,10,716,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,1802901.0,3741900.67,311825.06,Cash,7.2,1,0,1,0,6,4,1,WhatsApp,0,France
2531,15598086,Brown,Female,45,Western Cape,Worcester,Suburban,Diploma,Employed,English,FNB,Cheque,3,624,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,1407111.18,3444047.36,287003.95,Direct Deposit,6.3,0,1,0,2,6,6,0,WhatsApp,1,France
2532,15752300,Sagese,Male,47,Limpopo,Polokwane,Urban,Degree,Employed,Tshivenda,Standard Bank,Savings,4,607,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,3050939.56,1628737.5,135728.12,Direct Deposit,5.8,1,1,1,2,10,3,0,WhatsApp,0,Germany
2533,15658693,Aksyonova,Female,60,Gauteng,Pretoria,Urban,No Matric,Unemployed,Setswana,Standard Bank,Prestige,2,827,Excellent,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,0.0,1242624.52,103552.04,Direct Deposit,4.8,1,1,1,0,10,0,2,SMS,0,France
2534,15631838,Findlay,Male,61,Western Cape,Cape Town,Urban,Diploma,Pensioner,English,Standard Bank,Savings,5,606,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,1,1,0,0,2217404.84,177185.8,14765.48,Direct Deposit,4.3,1,1,1,2,8,2,0,SMS,0,France
2535,15803804,Walker,Female,35,Eastern Cape,Grahamstown,Rural,Diploma,Employed,Sepedi,Capitec,Cheque,5,717,Good,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,1,2115901.56,3529540.35,294128.36,Direct Deposit,7.2,0,1,1,2,7,2,0,Email,0,Germany
2536,15578809,Hao,Male,40,Eastern Cape,Uitenhage,Urban,Matric,Student,Sesotho,Nedbank,Savings,1,651,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,2762584.3,3575898.23,297991.52,Cash,7.3,0,1,1,1,6,3,1,SMS,1,Germany
2537,15752026,Hammer,Male,58,KwaZulu-Natal,Newcastle,Urban,Matric,Employed,English,Absa,Savings,3,691,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,0.0,3996071.15,333005.93,Direct Deposit,6.2,1,0,1,2,7,2,0,Phone Call,1,France
2538,15723706,Abbott,Female,33,Western Cape,Cape Town,Urban,Postgraduate,Employed,Afrikaans,Capitec,Savings,0,573,Poor,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,1847555.12,2818272.56,234856.05,Direct Deposit,5.8,0,1,1,1,7,2,0,Phone Call,0,France
2539,15752838,Lucas,Male,38,North West,Mahikeng,Urban,No Matric,Pensioner,English,Absa,Savings,6,723,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,1935519.8,161293.32,Cash,4.8,1,0,1,1,10,2,1,Email,0,Spain
2540,15569571,Davydova,Female,46,Mpumalanga,Middelburg,Suburban,Matric,Self-Employed,isiZulu,Standard Bank,Savings,6,584,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,1,1790900.91,2467725.84,205643.82,Direct Deposit,5.6,0,1,0,2,6,0,0,Phone Call,1,Germany
2541,15769703,West,Female,45,Limpopo,Musina,Rural,No Matric,Unemployed,Afrikaans,FNB,Savings,8,550,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,2280780.59,2001280.11,166773.34,Cheque,5.4,0,1,0,1,7,2,1,SMS,1,Germany
2542,15679770,Smith,Female,61,Gauteng,Midrand,Suburban,Postgraduate,Pensioner,English,Capitec,Pensioner,3,611,Fair,TransUnion,4,Premium Banking Package,1,1,1,1,0,0,0,1,0,2697463.6,1357883.72,113156.98,Direct Deposit,5.4,1,0,1,1,8,1,1,Email,1,France
2543,15791102,Mai,Male,41,Mpumalanga,Witbank,Urban,Matric,Employed,isiXhosa,FNB,Pensioner,9,549,Poor,TransUnion,3,Savings + Credit Card + Personal Loan,1,0,1,1,0,1,0,0,1,1947926.4,2700067.1,225005.59,Cheque,5.7,1,1,1,3,10,2,0,App Notification,1,Germany
2544,15655192,Fiorentino,Female,24,Northern Cape,Springbok,Suburban,Matric,Employed,English,Absa,Prestige,1,850,Excellent,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,1,0,0,0.0,1415583.84,117965.32,Direct Deposit,5.0,1,1,0,1,7,5,0,SMS,0,Spain
2545,15709487,Freeman,Male,34,Mpumalanga,Witbank,Urban,No Matric,Self-Employed,isiNdebele,FNB,Cheque,5,668,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,1,0,0,1644968.58,1164009.88,97000.82,Direct Deposit,5.0,0,1,0,0,7,1,1,WhatsApp,0,Germany
2546,15687130,Nkemjika,Female,43,Gauteng,Johannesburg,Urban,No Matric,Self-Employed,Setswana,Absa,Savings,0,686,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,0.0,3486494.45,290541.2,Direct Deposit,5.8,1,1,0,3,5,5,0,Email,0,France
2547,15755178,Ramos,Male,50,KwaZulu-Natal,Durban,Suburban,Matric,Unemployed,English,Nedbank,Pensioner,1,660,Fair,TransUnion,3,Savings + Credit Card + Personal Loan,1,1,1,1,0,0,1,0,1,0.0,3932907.58,327742.3,Direct Deposit,6.0,1,1,0,1,8,3,0,App Notification,1,France
2548,15634772,Mario,Female,59,North West,Potchefstroom,Urban,Diploma,Employed,Afrikaans,Capitec,Cheque,0,682,Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,0,2514558.5,1738477.08,144873.09,Direct Deposit,5.9,1,1,1,2,6,1,0,WhatsApp,0,Spain
2549,15617197,Chien,Male,50,Gauteng,Centurion,Suburban,Matric,Unemployed,isiZulu,FNB,Savings,4,524,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,652732.1,54394.34,Direct Deposit,2.9,1,1,1,2,11,2,2,WhatsApp,1,France
2550,15631240,Dubinina,Female,36,Gauteng,Midrand,Rural,Matric,Pensioner,Sepedi,FNB,Cheque,8,645,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,247980.5,20665.04,Direct Deposit,3.2,1,1,1,2,10,1,1,Email,1,France
2551,15784301,Wang,Male,42,Western Cape,George,Suburban,Postgraduate,Unemployed,English,Standard Bank,Cheque,0,850,Excellent,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,1,0.0,905399.72,75449.98,Direct Deposit,4.7,0,0,0,0,9,1,1,App Notification,0,France
2552,15631310,Hsieh,Female,53,Gauteng,Midrand,Suburban,Degree,Unemployed,isiXhosa,Nedbank,Cheque,3,537,Poor,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,1,0.0,1873835.71,156152.98,Cheque,3.9,1,1,0,3,5,1,1,SMS,0,France
2553,15756560,Moran,Female,46,Northern Cape,Springbok,Urban,Matric,Self-Employed,isiXhosa,Standard Bank,Savings,7,599,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,1675728.22,1707285.31,142273.78,Direct Deposit,5.0,0,1,0,1,6,1,1,SMS,0,Spain
2554,15732270,Hung,Male,71,Free State,Kroonstad,Urban,Matric,Employed,English,Capitec,Pensioner,8,727,Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,0.0,4068161.66,339013.47,Direct Deposit,6.4,1,1,0,1,8,1,1,Email,1,Spain
2555,15739357,Moss,Male,30,North West,Brits,Suburban,Degree,Student,Xitsonga,Capitec,Pensioner,2,756,Very Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,2975120.92,154870.94,12905.91,Direct Deposit,5.4,0,1,0,0,5,2,2,Email,0,Spain
2556,15771540,Fedorova,Male,38,KwaZulu-Natal,Pietermaritzburg,Urban,Diploma,Self-Employed,Afrikaans,Nedbank,Savings,9,755,Very Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,3052705.02,1648531.28,137377.61,Direct Deposit,6.5,0,1,1,2,13,0,0,SMS,0,France
2557,15567486,Li,Female,41,Northern Cape,Kimberley,Urban,Diploma,Unemployed,Afrikaans,Absa,Savings,4,634,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,3373269.67,281105.81,Direct Deposit,5.5,1,1,1,1,7,3,1,Email,0,Spain
2558,15714634,Nebechi,Male,26,Gauteng,Midrand,Urban,Diploma,Employed,Afrikaans,FNB,Cheque,4,837,Excellent,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,1,1842954.92,3597279.12,299773.26,Direct Deposit,7.6,0,1,0,2,7,4,1,SMS,0,France
2559,15727021,Obialo,Female,30,Eastern Cape,Port Elizabeth,Urban,Matric,Self-Employed,Afrikaans,Standard Bank,Savings,8,727,Good,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,1,2440059.24,2827022.57,235585.21,Cheque,6.9,1,1,0,2,7,3,0,SMS,0,Germany
2560,15650670,Bateson,Female,40,Eastern Cape,Port Elizabeth,Suburban,Matric,Self-Employed,isiXhosa,FNB,Savings,2,567,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,1,0,1,2157068.63,1922815.13,160234.59,Cheque,5.3,0,1,0,1,6,2,0,Email,0,Germany
2561,15711834,Long,Female,30,Free State,Kroonstad,Urban,Degree,Unemployed,Afrikaans,Capitec,Savings,6,650,Fair,TransUnion,1,Savings Account,1,0,0,0,0,0,1,0,0,0.0,1393941.16,116161.76,Direct Deposit,4.1,0,1,1,0,7,2,0,SMS,1,Spain
2562,15729763,Nelson,Male,34,North West,Potchefstroom,Urban,Matric,Employed,Afrikaans,Absa,Cheque,1,655,Fair,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,1,2380356.06,1014589.08,84549.09,Direct Deposit,5.2,1,0,1,1,9,1,1,SMS,0,Spain
2563,15646566,Bell,Female,58,Gauteng,Pretoria,Urban,Diploma,Employed,Sesotho,Nedbank,Savings,9,763,Very Good,TransUnion,1,Savings Account,1,1,0,0,0,0,1,0,0,3852186.78,734416.19,61201.35,Direct Deposit,6.4,1,0,1,2,6,1,0,WhatsApp,0,France
2564,15645463,Udinese,Female,27,Gauteng,Midrand,Urban,Diploma,Employed,Afrikaans,Standard Bank,Cheque,5,843,Excellent,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,1383631.72,115302.64,Direct Deposit,5.0,1,0,1,0,7,3,0,WhatsApp,0,France
2565,15672144,Mao,Female,38,Western Cape,Paarl,Suburban,Diploma,Employed,isiXhosa,FNB,Cheque,6,667,Fair,TransUnion,1,Savings Account,1,0,0,0,1,1,0,0,1,2960856.82,1516244.98,126353.75,Direct Deposit,6.0,1,1,0,0,12,4,0,SMS,1,France
2566,15596088,Fanucci,Female,50,Gauteng,Midrand,Urban,Degree,Employed,English,Absa,Cheque,4,705,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,1,0,0,0,1579850.95,2975764.83,247980.4,Direct Deposit,6.4,1,1,0,3,11,1,0,SMS,0,France
2567,15614878,Yeh,Female,29,Eastern Cape,Port Elizabeth,Rural,Matric,Employed,Setswana,FNB,Pensioner,6,660,Fair,TransUnion,1,Savings Account,1,1,0,0,1,0,1,0,1,3700665.94,2538936.89,211578.07,Direct Deposit,7.1,1,1,0,2,5,0,0,SMS,0,Germany
2568,15635240,Onuoha,Male,42,Gauteng,Johannesburg,Suburban,Diploma,Pensioner,English,FNB,Savings,1,553,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,0.0,488351.82,40695.98,Cheque,3.0,0,1,0,1,4,0,0,App Notification,0,France
2569,15775905,Moore,Female,47,Eastern Cape,Mthatha,Rural,Diploma,Student,English,Standard Bank,Cheque,6,612,Fair,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,1,2665509.84,937879.3,78156.61,Direct Deposit,5.1,1,1,1,0,9,2,0,SMS,1,Germany
2570,15700657,Thornton,Female,40,Mpumalanga,Nelspruit,Suburban,Diploma,Self-Employed,Sepedi,Capitec,Student,2,641,Fair,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,2256777.14,3275349.37,272945.78,Cheque,6.7,0,1,0,1,10,1,1,SMS,0,Germany
2571,15611905,Warlow-Davies,Female,31,Free State,Kroonstad,Rural,No Matric,Employed,isiXhosa,Standard Bank,Student,5,513,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,3584495.93,1726891.92,143907.66,Direct Deposit,5.8,0,0,1,0,7,2,1,WhatsApp,0,Spain
2572,15652527,Champion,Male,44,Gauteng,Sandton,Suburban,Matric,Employed,isiZulu,FNB,Savings,7,680,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,2228862.09,1482774.43,123564.54,Direct Deposit,5.6,1,0,1,4,7,2,0,Email,0,France
2573,15785865,Mazzanti,Male,58,Western Cape,Paarl,Rural,Matric,Self-Employed,Setswana,FNB,Cheque,9,711,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,1871345.16,548740.92,45728.41,Direct Deposit,4.8,1,1,1,2,3,3,0,WhatsApp,0,France
2574,15645942,Macleod,Male,40,North West,Klerksdorp,Urban,Matric,Employed,English,Absa,Savings,2,689,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,3377760.81,281480.07,Direct Deposit,5.7,1,1,0,1,13,1,0,WhatsApp,0,Spain
2575,15688691,Lei,Female,51,Limpopo,Mokopane,Urban,Diploma,Employed,Setswana,Nedbank,Savings,9,665,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,2267513.41,22811.58,1900.96,Direct Deposit,4.5,1,1,1,0,4,2,0,WhatsApp,1,Germany
2576,15592736,Lucchese,Male,54,Mpumalanga,Standerton,Suburban,Diploma,Employed,Afrikaans,FNB,Savings,5,551,Poor,TransUnion,1,Savings Account,1,0,0,0,0,1,0,0,1,2111377.82,3621943.28,301828.61,Cash,6.5,0,1,1,3,4,2,1,WhatsApp,1,Germany
2577,15673529,Lombardo,Male,36,Northern Cape,Kuruman,Urban,Matric,Employed,Afrikaans,Capitec,Prestige,4,645,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,0,0,0,0,1,1227823.92,901992.62,75166.05,Direct Deposit,4.4,0,1,1,1,11,0,0,Email,0,Spain
2578,15724145,William,Male,29,Mpumalanga,Secunda,Urban,Diploma,Employed,English,Absa,Prestige,8,616,Fair,TransUnion,1,Savings Account,1,0,0,0,0,0,1,0,1,3061030.28,2885295.66,240441.31,Direct Deposit,6.8,0,1,1,2,9,4,1,WhatsApp,0,Germany
2579,15704629,Wright,Female,32,Gauteng,Pretoria,Urban,Degree,Employed,English,Capitec,Savings,1,582,Fair,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,0,2386395.78,3132213.86,261017.82,Direct Deposit,6.4,1,0,0,0,16,2,1,WhatsApp,0,France
2580,15597896,Ozoemena,Male,30,Mpumalanga,Standerton,Suburban,Diploma,Pensioner,Afrikaans,Standard Bank,Cheque,0,365,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2619081.44,1671525.92,139293.83,Direct Deposit,4.5,0,1,1,1,9,0,2,App Notification,1,Germany
2581,15731790,Boyle,Female,38,Eastern Cape,Port Elizabeth,Urban,No Matric,Unemployed,isiXhosa,Nedbank,Savings,6,697,Good,TransUnion,1,Savings Account,1,1,0,0,1,1,0,0,1,2718122.88,151449.9,12620.82,Direct Deposit,5.0,1,0,0,2,16,1,0,WhatsApp,1,Germany
2582,15634719,Chinwendu,Male,31,Western Cape,Paarl,Urban,Matric,Employed,isiZulu,Standard Bank,Savings,0,704,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,3752285.76,312690.48,Cheque,6.1,0,0,1,3,7,3,2,WhatsApp,0,France
2583,15703205,Uwaezuoke,Female,46,Western Cape,Paarl,Urban,Matric,Employed,Sesotho,Capitec,Savings,5,656,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,1,0,1,2324743.87,2846405.73,237200.48,Direct Deposit,6.5,1,1,1,2,9,3,0,WhatsApp,0,France
2584,15567333,Archambault,Female,31,Gauteng,Midrand,Urban,Diploma,Employed,Afrikaans,Capitec,Savings,7,712,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,1,0,1,0.0,3491834.29,290986.19,Direct Deposit,5.9,0,1,0,1,10,1,1,Email,0,France
2585,15754537,Ko,Male,40,KwaZulu-Natal,Empangeni,Rural,Matric,Employed,Xitsonga,Absa,Pensioner,0,748,Very Good,TransUnion,1,Savings Account,1,1,0,0,0,0,1,0,0,0.0,1238543.58,103211.97,Cash,4.4,0,1,1,0,7,3,0,WhatsApp,0,France
2586,15612030,Udegbulam,Male,28,Gauteng,Pretoria,Suburban,Postgraduate,Self-Employed,Setswana,FNB,Cheque,9,724,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,0.0,2054924.1,171243.68,Direct Deposit,4.9,1,1,1,2,11,2,0,SMS,0,France
2587,15573242,Greene,Male,50,Gauteng,Sandton,Suburban,Postgraduate,Employed,Sesotho,Capitec,Prestige,6,691,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2807546.14,55452.09,4621.01,Direct Deposit,4.9,1,1,0,1,5,4,0,WhatsApp,0,France
2588,15601892,Hunter,Male,33,KwaZulu-Natal,Newcastle,Suburban,Diploma,Employed,isiZulu,FNB,Cheque,8,563,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,0.0,1410708.52,117559.04,Cash,3.7,1,1,1,1,7,2,0,SMS,0,France
2589,15663885,Blinova,Male,32,Gauteng,Sandton,Suburban,Diploma,Employed,isiZulu,Capitec,Cheque,5,741,Very Good,TransUnion,1,Savings Account,1,0,0,0,0,0,0,0,1,0.0,1329204.22,110767.02,Direct Deposit,4.5,1,0,1,2,7,0,1,SMS,0,France
2590,15701096,De Garis,Male,44,KwaZulu-Natal,Empangeni,Urban,Postgraduate,Employed,Setswana,Standard Bank,Cheque,8,778,Very Good,TransUnion,1,Savings Account,1,0,0,0,0,0,1,0,1,2539204.62,2962146.27,246845.52,Direct Deposit,7.3,0,1,1,2,9,1,3,Phone Call,0,France
2591,15710450,Okwudiliolisa,Male,22,Free State,Kroonstad,Urban,Degree,Pensioner,isiXhosa,Capitec,Prestige,7,848,Excellent,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2476643.74,3802961.97,316913.5,Direct Deposit,8.2,1,1,1,2,9,1,0,Email,0,Spain
2592,15790846,Ts'ai,Male,38,Limpopo,Mokopane,Suburban,Matric,Unemployed,English,FNB,Pensioner,2,634,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,3042826.28,1149142.26,95761.86,Direct Deposit,5.6,1,1,1,1,15,2,0,SMS,0,Germany
2593,15658956,Tuan,Male,40,Eastern Cape,Mthatha,Urban,Matric,Pensioner,isiZulu,Standard Bank,Savings,6,505,Poor,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,981328.64,3178770.38,264897.53,Direct Deposit,5.3,1,1,0,0,5,2,0,SMS,0,Germany
2594,15755223,Tseng,Male,53,Mpumalanga,Secunda,Suburban,Matric,Self-Employed,Afrikaans,FNB,Savings,7,692,Good,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,3094003.3,2456252.4,204687.7,Direct Deposit,6.9,0,1,1,3,9,2,0,Email,0,Germany
2595,15787318,Holmwood,Female,47,Eastern Cape,Mthatha,Suburban,Matric,Self-Employed,isiZulu,Absa,Cheque,6,537,Poor,TransUnion,1,Savings Account,1,1,0,0,0,1,0,0,1,2114848.68,333322.62,27776.88,Direct Deposit,4.0,0,0,1,1,8,2,1,WhatsApp,1,Germany
2596,15737310,Thompson,Male,29,KwaZulu-Natal,Empangeni,Suburban,No Matric,Employed,isiXhosa,Nedbank,Savings,10,633,Fair,TransUnion,1,Savings Account,1,1,0,0,1,0,1,0,1,2669228.74,3785424.84,315452.07,Direct Deposit,7.3,0,1,0,0,8,1,0,Email,0,France
2597,15763665,Y?,Female,28,Western Cape,George,Urban,No Matric,Self-Employed,Sesotho,Capitec,Cheque,4,833,Excellent,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,0,2801827.46,108214.99,9017.92,Direct Deposit,5.6,0,0,1,0,5,2,0,Email,0,France
2598,15668818,Chidubem,Female,40,Free State,Bethlehem,Suburban,Degree,Pensioner,Xitsonga,Capitec,Savings,2,592,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,4106610.22,2321516.96,193459.75,Direct Deposit,6.9,1,1,1,2,13,4,0,SMS,0,Spain
2599,15765812,Trevisani,Male,48,Free State,Bethlehem,Suburban,Matric,Employed,Sesotho,Standard Bank,Prestige,1,587,Fair,TransUnion,2,Savings + Credit Card,1,0,1,0,1,0,0,0,1,0.0,182614.0,15217.83,Direct Deposit,2.9,1,0,1,0,10,2,2,Email,0,Spain
2600,15704844,Hsiung,Male,62,Northern Cape,Kuruman,Urban,Degree,Employed,English,Capitec,Savings,7,550,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,1659014.98,1322058.73,110171.56,Cheque,4.5,1,1,1,3,10,3,0,WhatsApp,0,Spain
2601,15744582,Randall,Female,24,Western Cape,Paarl,Urban,No Matric,Employed,English,Absa,Cheque,10,680,Good,TransUnion,3,Savings + Credit Card + Personal Loan,1,0,1,1,1,0,0,0,1,0.0,3176918.42,264743.2,Direct Deposit,5.5,0,1,1,0,5,2,1,Email,1,France
2602,15616700,Leach,Female,41,Northern Cape,De Aar,Urban,Postgraduate,Unemployed,English,Capitec,Savings,9,622,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,1,0.0,3193621.0,266135.08,Direct Deposit,5.3,1,1,1,0,11,3,0,SMS,0,Spain
2603,15683521,Godfrey,Male,28,Mpumalanga,Nelspruit,Suburban,Postgraduate,Self-Employed,isiXhosa,Absa,Cheque,0,594,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,2922781.56,2646238.81,220519.9,Direct Deposit,6.4,0,1,1,4,10,6,0,SMS,0,Germany
2604,15583049,Wallace,Female,34,Eastern Cape,Grahamstown,Suburban,No Matric,Pensioner,English,Nedbank,Savings,7,643,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,0,3288734.44,3864928.76,322077.4,Direct Deposit,7.8,1,1,0,1,11,2,1,Email,0,Germany
2605,15643752,Wei,Male,25,Gauteng,Pretoria,Urban,Diploma,Employed,Afrikaans,Capitec,Cheque,5,540,Poor,TransUnion,1,Savings Account,1,1,0,0,0,0,1,0,1,2381284.72,274939.24,22911.6,Cheque,4.1,0,1,1,0,3,1,3,Email,0,France
2606,15620398,Mitchell,Female,34,North West,Mahikeng,Urban,Diploma,Pensioner,Setswana,Standard Bank,Savings,5,635,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,1,0,0,0,1,2023011.14,322530.4,26877.53,Direct Deposit,4.4,0,1,0,1,4,2,0,SMS,0,Spain
2607,15715707,Light,Male,32,Gauteng,Sandton,Suburban,Degree,Employed,isiXhosa,Absa,Savings,3,657,Fair,TransUnion,2,Savings + Credit Card,1,1,1,0,0,0,0,0,1,2435995.11,1499116.0,124926.33,Direct Deposit,5.6,1,1,0,0,11,4,0,Email,0,France
2608,15814209,Capon,Male,31,Western Cape,George,Urban,Matric,Employed,English,Standard Bank,Savings,1,814,Excellent,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,2436853.86,2084935.9,173744.66,Cash,6.8,0,1,1,4,10,2,3,Phone Call,0,France
2609,15733768,Hou,Male,32,Gauteng,Sandton,Suburban,Degree,Employed,English,Standard Bank,Savings,1,600,Fair,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,0.0,2090716.28,174226.36,Direct Deposit,4.4,1,1,1,1,5,3,0,Email,0,France
2610,15755242,Rowe,Female,46,Western Cape,Worcester,Suburban,Postgraduate,Employed,isiZulu,FNB,Cheque,2,682,Good,TransUnion,1,Savings Account,1,1,0,0,0,0,0,0,1,0.0,2346074.53,195506.21,Direct Deposit,4.9,1,1,0,3,11,2,1,Email,0,France
2611,15729412,Holloway,Male,38,Gauteng,Centurion,Suburban,Matric,Employed,English,FNB,Cheque,4,682,Good,TransUnion,1,Savings Account,1,1,0,0,1,0,0,0,1,2197443.79,321217.98,26768.16,Direct Deposit,4.7,1,1,1,1,10,4,2,Email,0,France
